age,Graduated,marital,Profession,defaulter,loan,CustGender,state,Transaction mount,CustAccountBalance,Annual Income,Spending Score (1-100),Housing,Saving accounts,Checking account,Credit amount,Duration,Purpose,Atm Used PM,Credit Card PM,credit card repayment in days,Credit_Limit,Work_Experience,Spending_Score,Family_Size
51,Yes,married,Healthcare,no,no,M,Maryland,58,13099.68,102,52,own,quite rich,NA,1123,12,Home loan,7,6,11,24452,12,Low,4
57,Yes,married,Artist,unknown,no,M,Massachusetts,67,38058.83,75,55,own,little,little,6331,48,car,6,1,14,2819,7,Low,6
38,No,divorced,Healthcare,no,no,F,Massachusetts,68,103023.35,70,30,own,moderate,rich,1377,24,Home Appliances,4,6,4,4231,10,Low,1
52,Yes,married,,no,no,M,Massachusetts,98,7955.08,104,80,rent,moderate,moderate,2503,30,business,7,4,69,22670,11,Average,2
26,Yes,single,Entertainment,no,no,M,Massachusetts,117,166521.05,134,82,own,little,moderate,2528,27,business,4,3,97,28579,14,High,2
35,Yes,married,Artist,no,yes,F,Minnesota,103,27532.79,139,75,rent,quite rich,NA,5324,15,car,6,6,0,31995,,High,3
51,No,married,Engineer,no,no,M,Missouri,53,37956.24,91,59,own,moderate,moderate,6560,48,car,6,7,65,13249,12,Average,5
43,Yes,married,Artist,unknown,yes,F,Nebraska,51,37844.28,85,68,own,little,moderate,2969,12,Home loan,3,1,95,15278,7,Low,4
42,No,married,Executive,unknown,no,M,Nevada,74,3259.99,98,68,own,little,moderate,1206,9,Home Appliances,7,2,65,10686,12,High,2
60,No,divorced,Homemaker,unknown,no,M,Nevada,83,472641.36,110,62,rent,little,moderate,2118,9,Home Appliances,2,2,60,22014,14,High,1
36,Yes,married,Entertainment,no,no,M,New Hampshire,67,107.42,76,55,rent,quite rich,NA,629,18,Home Appliances,6,6,41,15697,10,Low,2
57,Yes,married,Lawyer,unknown,no,M,New Hampshire,80,2643.71,78,53,rent,little,little,1198,6,education,4,0,41,11159,9,Low,3
35,No,single,Healthcare,unknown,no,M,New Jersey,47,200517.6,83,26,own,NA,NA,2476,21,car,2,0,92,11166,7,Low,2
30,No,married,Doctor,no,no,M,New Jersey,32,13807.28,70,25,rent,little,little,1138,9,Home Appliances,6,0,93,3232,8,Low,3
43,No,married,Artist,no,no,M,New York,43,2566.47,79,38,rent,little,moderate,14027,60,car,6,3,90,8629,6,Low,6
40,Yes,married,Marketing,no,no,M,New York,76,4370.67,73,50,own,NA,NA,7596,30,car,6,0,35,2728,6,Low,5
45,No,married,Artist,no,no,M,New York,42,31450.41,54,24,own,NA,NA,3077,30,Home Appliances,4,1,78,3003,4,Low,4
56,No,married,Healthcare,no,no,M,New York,36,4331.24,76,41,own,little,NA,1505,18,Home Appliances,7,0,7,16176,7,Low,6
46,No,married,Healthcare,no,no,M,New York,40,2140.87,76,36,own,NA,rich,3148,24,Home Appliances,4,2,0,14119,,Low,4
41,No,married,Healthcare,no,no,M,North Carolina,53,2875.21,63,30,own,moderate,moderate,6148,20,car,6,6,75,1826,4,Low,3
42,No,married,Executive,no,no,F,North Carolina,37,36492.35,80,50,own,little,rich,1337,9,Home Appliances,5,1,39,8480,10,Low,3
56,No,married,Entertainment,no,no,M,Oklahoma,54,14105.23,61,45,rent,rich,moderate,433,6,education,2,7,54,3762,3,Low,5
43,Yes,married,Engineer,no,no,M,Oregon,108,14081.51,124,83,rent,little,little,1228,12,car,5,2,92,20983,,High,5
34,Yes,married,Entertainment,no,no,M,Oregon,88,3544.26,113,66,own,quite rich,moderate,790,9,Home Appliances,8,6,71,22365,10,Average,4
38,No,married,Marketing,no,no,M,Oregon,45,160380.24,74,44,own,little,NA,2570,27,car,4,1,55,4330,9,Low,2
40,No,married,Doctor,no,no,M,Pennsylvania,32,3599.21,72,50,own,rich,NA,250,6,car,4,8,70,3309,10,Low,4
38,No,married,Executive,no,no,M,Pennsylvania,35,981.27,54,22,own,quite rich,NA,1316,15,Home Appliances,8,6,62,4885,2,Low,3
48,No,married,Engineer,no,no,F,Pennsylvania,52,3944.5,78,38,rent,little,little,1882,18,Home Appliances,1,1,17,9899,6,Low,3
27,No,married,Healthcare,unknown,no,M,Rhode Island,49,5505.12,72,38,own,little,moderate,6416,48,business,7,0,6,2740,10,Low,2
24,No,single,Artist,no,no,M,South Carolina,60,9992.02,103,30,own,rich,rich,1275,24,business,7,12,62,22519,13,Average,3
47,Yes,single,Entertainment,unknown,yes,F,South Carolina,87,23273.37,97,75,own,little,moderate,6403,24,Home Appliances,2,2,95,18814,13,Low,2
48,No,married,Healthcare,unknown,no,M,Tennessee,45,4940.81,76,28,rent,little,little,1987,24,Home Appliances,5,0,82,19333,10,Low,5
31,Yes,single,Artist,no,yes,M,Texas,100,41679.4,124,87,rent,little,moderate,760,8,Home Appliances,4,1,73,21860,12,High,2
39,Yes,single,Entertainment,unknown,no,M,Texas,84,1112.66,91,61,free,rich,NA,2603,24,car,8,8,94,16622,13,Low,3
41,Yes,single,Healthcare,unknown,no,M,Texas,119,854.89,149,99,rent,little,NA,3380,4,car,4,1,96,26211,12,High,1
49,No,married,Executive,unknown,no,M,Utah,86,9031.72,105,57,own,NA,moderate,3990,36,domestic appliances,3,3,56,24897,14,High,3
56,Yes,married,Executive,no,no,M,Utah,90,12770.53,128,82,own,little,moderate,11560,24,car,6,0,0,25994,,High,5
49,No,married,Healthcare,no,no,M,Utah,53,8329.81,63,47,own,moderate,little,4380,18,car,5,6,31,3413,1,Low,6
47,Yes,divorced,Engineer,no,no,M,Vermont,76,5728.25,92,73,own,little,NA,6761,6,car,3,0,100,12951,10,Low,1
44,Yes,married,Artist,unknown,no,M,Virginia,81,5502.87,93,69,own,moderate,moderate,4280,30,business,9,6,54,8118,13,Average,2
48,No,divorced,Engineer,no,no,M,Washington,82,19099.5,80,33,own,moderate,little,2325,24,car,4,7,98,15735,6,Average,2
55,No,married,Engineer,no,yes,M,Washington,63,121852.78,83,60,own,little,moderate,1048,10,Home Appliances,7,2,63,14117,10,Average,4
59,Yes,married,Entertainment,unknown,no,M,Washington,58,4149.06,85,63,own,NA,NA,3160,21,Home Appliances,3,0,77,9313,,Low,3
44,Yes,single,Engineer,no,yes,M,Washington,71,172190.26,95,69,free,quite rich,little,2483,24,Home loan,6,7,14,9365,11,Low,2
46,Yes,married,Healthcare,no,yes,M,Washington,69,9057.37,95,64,own,NA,little,14179,39,Home loan,4,0,19,17059,12,Low,2
39,Yes,divorced,Entertainment,unknown,no,F,Washington,80,9452.08,114,88,own,little,little,1797,13,business,0,1,33,20994,11,Average,1
38,Yes,married,Artist,unknown,yes,M,Washington,100,30357.07,111,87,own,little,little,2511,15,car,3,1,47,23581,13,High,5
36,No,married,Entertainment,no,no,M,Washington,51,78255.57,107,55,own,little,little,1274,12,car,5,3,12,22278,11,Average,6
29,Yes,single,Artist,no,no,M,Washington,83,2559.33,100,75,own,NA,NA,5248,21,car,4,2,29,19441,13,Low,2
31,Yes,single,Artist,no,no,M,Wisconsin,90,68864.42,102,65,rent,little,NA,3029,15,car,2,1,37,23121,,Low,1
30,No,divorced,Healthcare,no,yes,M,Arizona,39,4816.5,88,1,own,little,little,428,6,Home loan,3,2,6,5571,8,Low,2
36,No,married,Healthcare,no,no,F,Arizona,58,2982.4,53,28,own,little,little,976,18,car,2,1,22,2287,3,Low,6
60,Yes,married,Entertainment,no,no,M,California,77,57929.11,93,74,own,moderate,moderate,841,12,business,9,6,56,10888,12,Average,6
36,No,married,Lawyer,no,no,F,California,95,1645.54,101,52,own,little,NA,5771,30,Home Appliances,2,4,21,23222,11,High,2
32,No,married,Marketing,no,no,F,California,52,31812.92,62,30,own,rich,NA,1555,12,repairs,5,1,77,3788,3,Low,5
39,Yes,married,Artist,unknown,no,M,California,52,20247.07,94,59,own,NA,little,1285,24,car,7,3,2,9591,14,Low,3
30,No,married,Engineer,no,no,F,California,58,89055.34,65,35,own,little,rich,1299,6,car,0,2,100,2992,2,Low,6
39,No,married,Engineer,unknown,no,M,California,64,46325.73,74,44,own,NA,rich,1271,15,Home Appliances,6,3,48,1922,8,Average,4
37,Yes,married,Artist,unknown,no,M,California,66,2712481.26,92,51,own,little,NA,1393,24,car,6,3,76,7037,11,Low,4
39,No,married,Entertainment,unknown,no,F,California,74,3113.28,81,54,own,little,little,691,12,car,3,1,8,6391,10,Average,2
46,Yes,married,Healthcare,no,no,M,California,53,58748.93,81,50,free,NA,NA,5045,15,car,6,1,22,15199,9,Low,6
43,Yes,married,Artist,no,no,M,California,91,7889.08,98,77,own,little,little,2124,18,Home loan,5,0,58,9585,,Average,3
37,Yes,married,Lawyer,no,no,M,California,120,21266.29,112,75,own,little,little,2214,12,Home Appliances,7,0,6,23419,14,High,2
30,Yes,married,Doctor,unknown,no,M,California,88,10763.78,113,61,rent,NA,NA,12680,21,car,5,2,72,20835,14,Average,4
38,Yes,married,Artist,no,no,M,California,96,1519.11,104,73,rent,moderate,NA,2463,24,car,8,6,19,23126,11,Average,2
31,Yes,married,Engineer,no,no,M,California,80,48217.97,91,57,rent,little,moderate,1155,12,Home Appliances,3,1,94,16969,14,Low,5
44,Yes,married,Entertainment,no,no,M,California,78,2160.42,83,58,own,little,little,3108,30,Home loan,3,1,8,17300,,Low,6
44,No,married,Marketing,unknown,no,M,California,32,149.62,64,37,own,NA,NA,2901,10,car,7,3,27,3875,5,Low,2
38,Yes,married,Engineer,unknown,unknown,F,California,70,350601.29,102,69,own,little,moderate,3617,12,Home loan,2,1,68,22815,14,Low,5
30,No,single,Healthcare,unknown,no,M,California,41,524401.78,71,26,own,little,NA,1655,12,Home Appliances,3,2,49,4027,,Low,2
37,Yes,married,Engineer,unknown,unknown,M,California,50,2168.98,70,63,own,NA,little,2812,24,car,5,1,51,1543,6,Low,6
54,Yes,divorced,Entertainment,no,no,M,California,77,5017.13,92,78,own,little,little,8065,36,education,3,1,80,8550,11,Low,1
41,Yes,married,Artist,unknown,no,M,Colorado,99,114339.73,134,90,own,little,NA,3275,21,car,4,3,81,28257,11,High,3
43,No,married,Entertainment,no,no,F,Colorado,71,683314.53,109,49,free,moderate,NA,2223,24,Home Appliances,1,1,51,20837,12,Average,3
38,Yes,married,Artist,no,no,M,Colorado,84,3222.78,110,67,own,quite rich,rich,1480,12,car,7,5,43,24621,12,Average,4
41,Yes,married,Artist,no,no,F,Colorado,51,66773.67,72,51,own,NA,little,1371,24,car,3,2,69,4662,10,Low,6
38,Yes,single,Entertainment,unknown,yes,M,Colorado,96,676668.92,122,70,own,little,NA,3535,36,car,2,2,62,21578,14,Average,3
33,No,married,Engineer,no,unknown,F,Connecticut,36,572.78,55,29,own,little,little,3509,18,Home Appliances,4,1,38,4197,,Low,4
32,Yes,married,Marketing,no,no,M,District of Columbia,59,160030.28,102,66,rent,rich,NA,5711,36,car,4,9,32,24453,10,Low,6
30,Yes,married,Entertainment,unknown,no,M,Florida,81,36345.9,101,69,own,little,moderate,3872,18,repairs,3,1,86,21123,11,Average,3
43,No,married,Healthcare,no,no,M,Florida,48,6540.79,69,30,rent,little,moderate,4933,39,Home Appliances,4,0,100,1759,4,Low,5
30,Yes,married,Artist,unknown,no,M,Florida,74,3722.83,96,66,own,rich,NA,1940,24,car,5,10,59,18237,12,Average,4
36,No,divorced,Engineer,no,no,M,Florida,89,32956.34,107,45,own,little,moderate,1410,12,education,4,2,96,21450,14,Average,1
38,Yes,married,Artist,no,unknown,M,Florida,100,12890.08,106,79,own,moderate,moderate,836,12,car,8,7,2,24474,10,Average,2
35,No,single,Homemaker,no,no,F,Florida,40,14915.03,60,25,own,NA,moderate,6468,20,car,2,0,37,4342,4,Low,3
50,No,married,Artist,no,no,M,Florida,64,7289.39,71,60,own,rich,moderate,1941,18,business,3,8,38,1774,9,Average,6
38,Yes,married,Entertainment,no,no,M,Florida,80,307628.28,72,52,own,quite rich,NA,2675,22,Home Appliances,10,4,87,1642,9,Low,3
58,Yes,married,Artist,unknown,yes,F,Georgia,80,33059.28,109,62,own,NA,NA,2751,48,car,5,2,96,20879,10,Average,2
50,Yes,married,Homemaker,no,no,F,Georgia,51,21388.11,101,54,rent,little,moderate,6224,48,education,5,1,10,22514,12,Low,3
33,Yes,single,Entertainment,unknown,no,M,Georgia,78,354353.48,103,70,own,little,little,5998,40,education,3,1,14,23132,13,Low,3
33,Yes,single,Lawyer,unknown,unknown,F,Georgia,111,1713.1,137,91,own,little,moderate,1188,21,business,2,0,21,31322,14,High,1
44,No,single,Artist,unknown,yes,M,Georgia,37,7833.16,62,25,own,NA,NA,6313,24,car,4,0,74,3168,2,Low,3
31,No,married,Entertainment,no,no,M,Hawaii,78,191276.9,108,40,own,NA,NA,1221,6,Home loan,3,3,18,20081,11,Average,3
40,No,married,Healthcare,no,no,M,Illinois,57,1006498.62,67,26,own,little,rich,2892,24,Home loan,3,3,29,4096,5,Low,3
28,Yes,single,Lawyer,unknown,no,F,Indiana,76,14571.3,99,62,own,quite rich,NA,3062,24,Home loan,1,8,90,5916,11,Low,1
36,No,single,Doctor,no,no,F,Indiana,80,52114.37,125,78,own,moderate,NA,2301,9,Home loan,7,8,53,21718,,High,2
44,No,single,Entertainment,no,no,M,Iowa,61,25265.5,97,45,free,NA,little,7511,18,car,3,3,53,14030,12,Average,1
38,Yes,divorced,Executive,no,no,F,Kansas,107,123607.92,144,96,free,little,NA,1258,12,Home loan,2,1,34,30932,11,High,2
33,Yes,married,Artist,no,unknown,M,Kentucky,73,72382.65,79,69,own,NA,NA,717,24,car,7,2,34,5752,7,Low,4
39,Yes,divorced,Executive,unknown,yes,F,Kentucky,98,74865.07,109,77,own,NA,moderate,1549,9,car,5,0,19,22088,10,Average,1
47,Yes,single,Artist,unknown,no,M,Kentucky,80,8702.26,103,60,own,little,NA,1597,24,education,3,2,55,21635,13,Low,1
47,,divorced,,no,no,M,Maryland,89,45907.8,122,,free,little,moderate,1795,18,Home Appliances,3,0,63,21458,,Average,2
35,Yes,single,Marketing,no,no,M,Maryland,81,297159.82,104,77,own,little,little,4272,20,Home loan,3,0,33,23991,14,Low,1
42,Yes,divorced,Artist,no,no,M,Massachusetts,70,1265.81,95,70,rent,NA,NA,976,12,Home Appliances,2,2,58,17936,13,Low,3
36,No,married,Healthcare,no,no,M,Massachusetts,46,31359.46,64,31,rent,NA,moderate,7472,12,car,4,2,81,2921,1,Low,6
35,No,married,Healthcare,no,no,M,Massachusetts,45,92924.88,58,50,own,little,little,9271,36,car,5,3,13,1742,1,Low,5
36,No,single,Artist,no,no,F,Massachusetts,69,283821.01,84,13,own,little,moderate,590,6,Home Appliances,3,3,34,13935,9,Low,2
56,Yes,married,Entertainment,unknown,no,M,Massachusetts,77,21359.12,82,54,rent,NA,NA,930,12,Home Appliances,5,1,65,10032,9,Low,4
26,No,single,Healthcare,no,no,F,Minnesota,47,306862.46,86,14,free,little,moderate,9283,42,car,5,3,41,12387,8,Low,1
31,Yes,single,Executive,no,yes,M,Minnesota,103,18025.83,133,83,own,little,moderate,1778,15,car,3,3,60,33996,14,High,2
57,Yes,single,Artist,unknown,no,M,Missouri,96,6714.1,118,90,own,little,moderate,907,8,business,2,0,81,24096,10,Average,3
39,No,married,Executive,no,no,M,Nebraska,93,191.41,118,57,own,little,moderate,484,6,Home Appliances,7,1,1,20949,13,High,5
43,No,married,Executive,no,no,F,Nevada,56,56806.25,50,29,own,little,little,9629,36,car,1,1,38,1956,2,Low,3
50,Yes,married,Entertainment,no,no,M,Nevada,97,2903.7,93,69,rent,little,little,3051,48,domestic appliances,4,2,60,14078,12,Average,5
52,Yes,single,Doctor,unknown,unknown,M,New Hampshire,82,116788.08,101,67,own,little,little,3931,48,car,2,0,67,20298,14,Low,3
39,Yes,divorced,Entertainment,no,no,M,New Hampshire,82,39594.11,104,71,free,little,moderate,7432,36,car,2,0,28,23826,14,Low,2
44,No,single,Homemaker,unknown,no,M,New Jersey,51,7395.68,67,9,own,quite rich,NA,1338,6,domestic appliances,6,5,62,4361,2,Low,3
36,Yes,married,,no,no,M,New Jersey,57,10849.69,101,53,own,little,NA,1554,6,Home Appliances,3,0,79,23396,12,Low,3
54,No,married,Doctor,unknown,no,M,New Jersey,52,44545.28,68,46,own,little,little,15857,36,vacation/others,6,3,77,4287,,Low,2
27,No,single,Healthcare,no,no,F,New York,65,23321.73,75,15,own,little,little,1345,18,Home Appliances,1,0,27,4735,,Low,3
31,Yes,single,Artist,no,no,M,New York,110,992.08,124,87,own,little,NA,1101,12,car,2,0,11,21629,11,Average,3
31,No,married,Marketing,unknown,no,M,New York,30,116255.65,51,50,own,little,rich,3016,12,Home Appliances,6,0,89,2440,5,Low,3
28,Yes,married,Entertainment,no,no,M,New York,59,15413.18,104,66,own,little,little,2712,36,Home loan,5,1,75,20893,11,Low,5
31,Yes,single,Entertainment,no,no,M,New York,98,63708.68,101,87,own,little,little,731,8,car,4,2,62,20284,11,Average,3
30,Yes,divorced,Healthcare,no,yes,M,New York,89,107338.47,98,74,own,little,NA,3780,18,Home loan,4,2,46,10557,13,Low,2
52,Yes,married,Artist,no,no,M,New York,51,20662.95,91,52,own,little,little,1602,21,car,3,0,27,11416,13,Low,4
37,Yes,divorced,Homemaker,no,no,M,North Carolina,85,51319.3,99,60,own,little,little,3966,18,car,4,2,29,7228,13,Low,1
30,No,married,Engineer,no,no,M,North Carolina,96,2739.66,94,51,own,little,NA,4165,18,business,5,2,58,19435,14,High,4
45,Yes,married,Artist,unknown,yes,M,Oklahoma,77,46291.99,111,78,rent,NA,little,8335,36,car,5,3,11,24581,11,Average,2
54,No,married,Artist,no,no,M,Oregon,45,9923.71,50,50,own,NA,moderate,6681,48,business,6,3,17,3510,3,Low,3
49,Yes,married,Executive,no,no,F,Oregon,73,100982.2,90,56,own,quite rich,NA,2375,24,business,5,3,54,13470,13,Low,4
44,Yes,married,Marketing,no,no,F,Oregon,93,14677.97,134,76,rent,little,little,1216,18,car,3,4,43,33208,13,High,2
28,No,single,Engineer,unknown,yes,M,Oregon,59,38480.89,87,11,own,little,little,11816,45,business,3,0,20,11575,9,Low,1
53,Yes,married,Lawyer,no,no,M,Oregon,103,57556.28,132,90,own,NA,moderate,5084,24,Home Appliances,6,1,34,29019,11,High,3
45,Yes,married,Executive,unknown,no,F,Pennsylvania,112,11650.66,112,78,own,little,rich,2327,15,Home Appliances,2,3,51,22850,11,High,2
45,No,married,Healthcare,unknown,no,M,Pennsylvania,49,3792.01,77,34,own,little,little,1082,12,car,4,2,30,13208,,Low,5
51,No,married,Healthcare,unknown,no,M,Pennsylvania,48,8641.87,62,27,own,NA,NA,886,12,Home Appliances,6,0,50,2899,4,Low,5
41,Yes,married,Artist,unknown,no,F,Rhode Island,60,99260.38,101,68,free,little,NA,601,4,Home loan,3,2,21,24449,10,Low,5
43,Yes,married,Doctor,no,no,M,South Carolina,79,3318.79,95,79,own,little,little,2957,24,car,4,2,31,6542,14,Average,2
31,No,single,Healthcare,no,no,M,South Carolina,67,1150.07,83,29,free,little,NA,2611,24,Home Appliances,3,1,13,10970,9,Low,2
39,No,single,Healthcare,no,no,M,South Carolina,41,1959.28,70,15,own,little,little,5179,36,Home loan,2,3,5,3293,10,Low,3
38,Yes,married,Healthcare,no,no,M,Tennessee,60,21568.45,99,67,free,little,NA,2993,21,car,4,2,54,15471,11,Low,2
50,Yes,married,Doctor,no,yes,M,Tennessee,98,33056.83,103,76,own,little,NA,1943,18,repairs,6,3,31,24630,10,Average,6
53,Yes,single,Artist,unknown,no,M,Tennessee,107,13175.72,109,73,own,little,NA,1559,24,business,3,0,54,21052,13,Average,1
44,Yes,divorced,Healthcare,unknown,no,M,Texas,89,547068.08,92,60,own,little,NA,3422,18,Home loan,4,2,35,14244,14,Low,1
53,No,married,Healthcare,unknown,yes,M,Texas,53,110091.54,100,58,own,NA,moderate,3976,21,Home loan,3,3,55,11315,,Average,3
24,No,single,Entertainment,no,no,M,Texas,32,2341.18,62,8,own,NA,NA,6761,18,car,4,3,22,4435,,Low,1
34,No,single,Lawyer,no,no,M,Utah,91,1864.86,115,79,rent,little,NA,1249,24,car,4,2,15,24252,12,High,2
40,No,married,Healthcare,no,no,F,Utah,43,3050.07,78,21,own,little,little,1364,9,Home Appliances,0,2,43,17922,9,Low,2
57,No,divorced,Healthcare,no,no,F,Utah,40,132104.38,70,1,own,little,little,709,12,Home Appliances,1,1,57,4749,6,Low,2
43,No,married,,unknown,no,M,Vermont,74,852.89,120,65,own,little,little,2235,20,car,5,1,53,21599,12,High,5
31,No,married,Healthcare,unknown,no,M,Virginia,51,139876.6,78,48,own,NA,NA,4042,24,car,5,3,79,5570,,Low,5
31,Yes,married,Lawyer,no,no,M,Washington,92,5.16,129,89,free,little,NA,1471,15,Home Appliances,4,1,49,29492,13,High,6
31,No,married,Executive,unknown,no,M,Washington,55,2635.19,54,23,own,little,little,1442,18,car,3,3,87,4261,5,Low,4
45,Yes,married,Artist,unknown,no,M,Washington,71,246875.72,100,76,own,little,NA,10875,36,car,5,2,75,10798,12,Average,2
38,Yes,married,Lawyer,no,no,M,Washington,60,18454.26,79,56,own,moderate,NA,1474,24,car,9,4,68,17175,9,Low,5
41,Yes,married,Engineer,no,no,M,Washington,57,62.53,82,51,own,NA,NA,894,10,education,5,2,31,15481,6,Low,2
47,No,married,Marketing,unknown,no,M,Washington,71,39.62,120,67,rent,little,NA,3343,15,Home loan,5,3,26,21960,11,High,2
42,Yes,married,Healthcare,no,no,M,Washington,67,37077.06,84,68,own,little,little,3959,15,car,7,1,67,6659,8,Low,2
35,No,single,Healthcare,no,no,M,Washington,53,32713.81,64,13,rent,moderate,NA,3577,9,car,5,5,94,3397,3,Low,1
40,Yes,married,Lawyer,no,no,M,Washington,77,1637.95,82,61,own,rich,NA,5804,24,car,2,10,92,18340,9,Low,4
42,Yes,married,Marketing,no,no,M,Washington,61,36904.5,76,58,own,little,NA,2169,18,business,4,3,26,10358,10,Low,6
34,Yes,married,Artist,unknown,no,M,Wisconsin,66,10815.81,108,56,own,little,little,2439,24,Home Appliances,4,3,3,20787,10,Low,6
48,Yes,single,Engineer,no,no,F,Arizona,70,36929.53,96,60,own,rich,NA,4526,27,Home loan,5,6,35,7863,12,Low,3
35,Yes,married,Marketing,no,yes,M,Arizona,61,7936.08,100,68,own,little,NA,2210,10,Home loan,6,1,43,8194,12,Low,2
33,Yes,married,Artist,no,no,M,Arizona,65,12640.35,81,51,own,quite rich,NA,2221,15,Home loan,8,4,85,13111,10,Low,6
37,No,married,Doctor,no,no,M,California,34,13384.54,70,26,own,little,little,2389,18,Home Appliances,4,3,71,1868,7,Low,6
43,,married,Marketing,no,no,M,California,59,111317.07,85,,free,little,NA,3331,12,Home loan,6,2,19,13480,9,Low,4
42,Yes,single,Healthcare,unknown,no,F,California,86,57908.87,107,88,own,NA,NA,7409,36,business,4,0,61,24872,11,Average,2
46,Yes,divorced,Entertainment,no,no,M,California,74,31930.01,93,69,own,little,little,652,12,Home loan,4,3,54,7694,10,Low,1
37,Yes,single,Engineer,unknown,no,M,California,107,219069.16,142,84,own,quite rich,NA,7678,36,Home loan,3,8,52,32197,11,High,3
40,Yes,married,Artist,no,no,M,California,101,4573.28,136,81,own,little,rich,1343,6,car,4,3,8,27249,10,High,4
40,Yes,married,Homemaker,no,no,F,California,76,27373.21,103,58,free,moderate,little,1382,24,business,5,0,59,23713,12,Low,2
59,No,divorced,Healthcare,unknown,no,F,California,57,126,80,15,free,NA,NA,874,15,domestic appliances,5,3,80,12174,9,Low,3
43,Yes,single,Artist,no,no,M,California,72,29871.23,106,61,own,little,little,3590,12,Home loan,3,0,99,20943,13,Low,2
44,No,married,Entertainment,no,yes,M,California,66,103856.35,109,42,own,rich,moderate,1322,11,car,3,10,78,20911,13,Average,6
44,Yes,married,Artist,no,no,F,California,77,1893.23,111,63,own,little,little,1940,18,Home Appliances,1,2,80,24890,12,Average,3
41,Yes,married,Artist,no,no,F,California,71,13014.93,87,50,own,little,NA,3595,36,Home Appliances,1,0,13,8969,9,Low,4
28,Yes,single,Healthcare,unknown,no,M,California,114,18887.53,149,97,own,little,little,1422,9,car,4,2,37,31578,12,High,1
48,No,married,Executive,unknown,no,M,California,43,171781.42,64,35,own,NA,NA,6742,30,Home Appliances,5,0,0,3173,1,Low,4
31,Yes,single,Artist,no,no,F,California,90,8447.87,129,78,own,little,NA,7814,24,car,0,3,82,32254,12,Average,3
27,Yes,married,Artist,no,no,M,California,78,0.02,113,63,rent,NA,NA,9277,24,car,6,1,59,22476,,Average,4
43,No,single,Doctor,no,no,F,California,55,48869.41,63,17,free,NA,moderate,2181,30,car,1,2,30,2745,3,Low,3
47,No,married,Healthcare,unknown,no,M,California,42,84718.34,66,21,own,little,NA,1098,18,Home Appliances,4,0,96,3030,2,Low,4
40,No,divorced,Executive,no,no,M,California,80,40553.26,121,78,own,little,moderate,4057,24,Home loan,3,1,87,21757,14,High,2
43,Yes,married,Artist,unknown,no,M,California,94,1880.32,119,66,own,little,little,795,12,education,3,3,95,22328,13,Average,2
29,Yes,married,Artist,no,no,F,California,117,32621.01,123,83,own,NA,moderate,2825,24,business,4,3,1,24179,12,High,2
54,No,married,Executive,no,no,M,Colorado,43,19173.82,71,37,own,little,moderate,15672,48,business,3,1,89,4482,,Low,3
36,Yes,married,Engineer,no,no,M,Colorado,74,11614.1,76,63,own,little,NA,6614,36,car,3,1,89,18637,10,Low,3
30,Yes,single,Marketing,no,no,M,Colorado,105,10405.54,136,93,rent,NA,NA,7824,28,car,2,3,0,25557,11,High,3
38,Yes,single,Artist,unknown,no,M,Colorado,71,48341.37,92,74,rent,little,little,2442,27,business,4,0,10,16390,10,Low,1
39,No,married,Engineer,no,no,M,Colorado,33,13384.54,77,45,own,little,NA,1829,15,Home Appliances,6,3,40,5423,7,Low,2
33,No,married,Entertainment,no,no,M,Colorado,31,6663.5,69,26,own,little,little,2171,12,car,7,0,70,2943,5,Low,2
39,Yes,single,Artist,no,no,M,Colorado,84,76122.22,112,79,own,little,moderate,5800,36,car,2,0,86,23421,10,Average,3
38,No,single,Doctor,no,no,M,Connecticut,41,388.89,64,30,own,NA,NA,1169,18,Home Appliances,2,3,76,4530,1,Low,2
44,No,married,Artist,no,no,M,District of Columbia,80,6664.52,108,49,own,NA,NA,8947,36,car,5,2,57,20051,,Average,5
33,Yes,married,Marketing,no,no,M,Florida,53,121060.05,74,70,own,little,little,2606,21,Home Appliances,5,3,27,3148,8,Low,4
37,Yes,married,Lawyer,no,no,M,Florida,101,21913.8,133,89,free,rich,NA,1592,12,Home loan,3,8,39,33252,11,High,6
32,Yes,married,Lawyer,no,no,M,Florida,68,115715.85,91,70,own,NA,NA,2186,15,Home loan,3,3,32,15739,14,Low,4
46,Yes,married,Healthcare,no,no,M,Florida,56,10533.88,78,50,own,little,little,4153,18,Home loan,4,0,58,10637,10,Low,3
34,Yes,divorced,Lawyer,no,no,F,Florida,103,97.93,131,93,own,little,little,2625,16,car,2,3,96,33987,11,High,3
52,No,married,Doctor,unknown,no,M,Florida,30,7844.9,73,32,rent,NA,NA,3485,20,car,3,3,97,4029,,Low,4
46,Yes,married,Artist,unknown,no,M,Florida,88,135701.38,90,69,free,NA,NA,10477,36,car,3,3,30,13029,10,Average,4
57,,divorced,,no,unknown,M,Florida,65,257822.52,106,,free,NA,NA,1386,15,Home Appliances,3,3,30,20291,11,Average,3
52,No,married,Healthcare,unknown,yes,F,Georgia,35,12069.76,59,47,own,little,NA,1278,24,Home Appliances,5,2,97,3386,4,Low,3
32,No,single,Healthcare,no,no,M,Georgia,44,1586508.61,61,25,own,little,little,1107,12,Home Appliances,2,1,27,4583,4,Low,1
31,Yes,single,Artist,no,no,M,Georgia,82,8175.27,105,73,rent,NA,little,3763,21,car,4,1,43,24593,13,Low,2
